,value
2015-01-14 08:00:00,2.096789947134766
2015-01-14 09:00:00,2.3590092228572956
2015-01-14 10:00:00,2.66738263457392
2015-01-14 11:00:00,2.6507221748154572
2015-01-14 12:00:00,2.7100377872458754
2015-01-14 13:00:00,2.6440636749325095
2015-01-14 14:00:00,2.6341006869657266
2015-01-14 15:00:00,2.6093432724944785
2015-01-14 16:00:00,2.375625912589717
2015-01-14 17:00:00,2.120571107290811
2015-01-14 18:00:00,1.9930343534513515
2015-01-14 19:00:00,2.165145509513844
2015-01-14 20:00:00,2.0757059479654676
2015-01-14 21:00:00,2.178008625026961
2015-01-14 22:00:00,2.091575835629923
2015-01-14 23:00:00,2.1769355623614897
2015-01-15 00:00:00,1.9463267808277036
2015-01-15 01:00:00,1.8433334461798547
2015-01-15 02:00:00,1.9832025922463914
2015-01-15 03:00:00,1.8214927781025494
2015-01-15 04:00:00,1.956651680309589
2015-01-15 05:00:00,1.8047361917400009
2015-01-15 06:00:00,1.841627280484517
2015-01-15 07:00:00,2.161519926940773
2015-01-15 08:00:00,2.091514759009405
2015-01-15 09:00:00,2.31373798880465
2015-01-15 10:00:00,2.652345100554507
2015-01-15 11:00:00,2.6976003964277364
2015-01-15 12:00:00,2.651153692156665
2015-01-15 13:00:00,2.5607918689873825
2015-01-15 14:00:00,2.703618548388176
2015-01-15 15:00:00,2.7161951729549187
2015-01-15 16:00:00,2.4747250436797423
2015-01-15 17:00:00,2.034384532862673
2015-01-15 18:00:00,2.176531524887779
2015-01-15 19:00:00,2.01639056067702
2015-01-15 20:00:00,2.0125655082292213
2015-01-15 21:00:00,2.043909549733261
2015-01-15 22:00:00,2.1386021436087805
2015-01-15 23:00:00,2.138537617439218
2015-01-16 00:00:00,1.9507715741256684
2015-01-16 01:00:00,1.8527605033620935
2015-01-16 02:00:00,1.8414771433797166
2015-01-16 03:00:00,1.9548278901582516
2015-01-16 04:00:00,1.859610525471046
2015-01-16 05:00:00,1.8342417898680594
2015-01-16 06:00:00,1.9377659621317471
2015-01-16 07:00:00,2.15384488399907
2015-01-16 08:00:00,2.172232859920289
2015-01-16 09:00:00,2.193108789499818
2015-01-16 10:00:00,2.6884098104891017
2015-01-16 11:00:00,2.5722674989291803
2015-01-16 12:00:00,2.5929062033824795
2015-01-16 13:00:00,2.5218264390595913
2015-01-16 14:00:00,2.5287019525720793
2015-01-16 15:00:00,2.6868947739775066
2015-01-16 16:00:00,2.5131458141025673
2015-01-16 17:00:00,2.111128561922103
2015-01-16 18:00:00,2.120940945522147
2015-01-16 19:00:00,2.0504425224240044
2015-01-16 20:00:00,2.0266656883024226
2015-01-16 21:00:00,2.1466200485727716
2015-01-16 22:00:00,2.1344792049452015
2015-01-16 23:00:00,2.0658601397387266
2015-01-17 00:00:00,1.0639637082373101
2015-01-17 01:00:00,1.0016164660702012
2015-01-17 02:00:00,1.0213837544819542
2015-01-17 03:00:00,1.0076886088449668
2015-01-17 04:00:00,1.0346260107421115
2015-01-17 05:00:00,1.0149088744903463
2015-01-17 06:00:00,1.0059618804331647
2015-01-17 07:00:00,1.1855510900830768
2015-01-17 08:00:00,1.1525811637017223
2015-01-17 09:00:00,1.2275364722628912
2015-01-17 10:00:00,1.4087739782348883
2015-01-17 11:00:00,1.4100503659172892
2015-01-17 12:00:00,1.4499507018461646
2015-01-17 13:00:00,1.4217107117558037
2015-01-17 14:00:00,1.4062431072273378
2015-01-17 15:00:00,1.4690235405245027
2015-01-17 16:00:00,1.3506475482201619
2015-01-17 17:00:00,1.104335841088586
2015-01-17 18:00:00,1.134380212477687
2015-01-17 19:00:00,1.1695631766894965
2015-01-17 20:00:00,1.1568485975758163
2015-01-17 21:00:00,1.1992129989254334
2015-01-17 22:00:00,1.134367209628816
2015-01-17 23:00:00,1.1295841329249479
2015-01-18 00:00:00,1.0757636888947315
2015-01-18 01:00:00,1.08641951369628
2015-01-18 02:00:00,1.0161059109408683
2015-01-18 03:00:00,1.0169104441145864
2015-01-18 04:00:00,1.001375283191921
2015-01-18 05:00:00,1.0266492569766827
2015-01-18 06:00:00,1.004017636416624
2015-01-18 07:00:00,1.1377931136164146
2015-01-18 08:00:00,1.1106246940008002
2015-01-18 09:00:00,1.2598065482529626
2015-01-18 10:00:00,1.40874255812292
2015-01-18 11:00:00,1.4077141489383178
2015-01-18 12:00:00,1.4963849039009394
2015-01-18 13:00:00,1.4039533037268814
2015-01-18 14:00:00,1.493886120671171
2015-01-18 15:00:00,1.413364949356714
2015-01-18 16:00:00,1.3263584106920383
2015-01-18 17:00:00,1.1399158975101233
2015-01-18 18:00:00,1.1552072412407812
2015-01-18 19:00:00,1.16331918443318
2015-01-18 20:00:00,1.1174854681041384
2015-01-18 21:00:00,1.100456555591153
2015-01-18 22:00:00,1.1761959328610843
2015-01-18 23:00:00,1.1370442248012302
2015-01-19 00:00:00,1.9403819582040573
2015-01-19 01:00:00,1.948646184707205
2015-01-19 02:00:00,1.905985046961965
2015-01-19 03:00:00,1.9087730561454932
2015-01-19 04:00:00,1.954139772538619
2015-01-19 05:00:00,1.9120239254535647
2015-01-19 06:00:00,1.9776590257846274
2015-01-19 07:00:00,2.0623934492194276
2015-01-19 08:00:00,2.0179710257129306
2015-01-19 09:00:00,2.349148021205357
2015-01-19 10:00:00,2.67538969920517
2015-01-19 11:00:00,2.709159801274984
2015-01-19 12:00:00,2.7189183299665114
2015-01-19 13:00:00,2.625732422232157
2015-01-19 14:00:00,2.5681735943387967
2015-01-19 15:00:00,2.521656781733245
2015-01-19 16:00:00,2.5210804192097043
2015-01-19 17:00:00,2.1664138592961417
2015-01-19 18:00:00,2.011712195100211
2015-01-19 19:00:00,2.099647800859052
2015-01-19 20:00:00,2.129787060240488
2015-01-19 21:00:00,1.9812651230107794
2015-01-19 22:00:00,2.0808761598097525
2015-01-19 23:00:00,2.0462616615808966
2015-01-20 00:00:00,1.9025038713961135
2015-01-20 01:00:00,1.9803363600428463
2015-01-20 02:00:00,1.8279083392912119
2015-01-20 03:00:00,1.8276026689521758
2015-01-20 04:00:00,1.917951516465957
2015-01-20 05:00:00,1.9478567586249915
2015-01-20 06:00:00,1.957654767461812
2015-01-20 07:00:00,2.162776221433704
2015-01-20 08:00:00,2.0197078670205566
2015-01-20 09:00:00,2.2174990585561543
2015-01-20 10:00:00,2.703864205238664
2015-01-20 11:00:00,2.551757049299757
2015-01-20 12:00:00,2.673271736309205
2015-01-20 13:00:00,2.677538362354619
2015-01-20 14:00:00,2.6580298724807196
2015-01-20 15:00:00,2.6325815470318954
2015-01-20 16:00:00,2.5373994651817133
2015-01-20 17:00:00,2.0006642978920968
2015-01-20 18:00:00,2.0019996624086325
2015-01-20 19:00:00,1.9822452399124737
2015-01-20 20:00:00,2.0077315221178686
2015-01-20 21:00:00,2.1255281971621125
2015-01-20 22:00:00,2.1576186754643767
2015-01-20 23:00:00,1.9813395326273158
2015-01-21 00:00:00,1.959918261538503
2015-01-21 01:00:00,1.9741140728234596
2015-01-21 02:00:00,1.9209025377817643
2015-01-21 03:00:00,1.9621241878872713
2015-01-21 04:00:00,1.8509654474915136
2015-01-21 05:00:00,1.955580261014605
2015-01-21 06:00:00,1.9547695394488738
2015-01-21 07:00:00,2.121469935176705
2015-01-21 08:00:00,2.0550311778369976
2015-01-21 09:00:00,2.2412252394910888
2015-01-21 10:00:00,2.56615594262651
2015-01-21 11:00:00,2.6545317947429528
2015-01-21 12:00:00,2.669806414038428
2015-01-21 13:00:00,2.565454226388977
2015-01-21 14:00:00,2.712145307802097
2015-01-21 15:00:00,2.606428164949932
2015-01-21 16:00:00,2.4730928975183795
2015-01-21 17:00:00,2.1361578680977567
2015-01-21 18:00:00,2.1076096120849246
2015-01-21 19:00:00,2.1795128140299735
2015-01-21 20:00:00,1.9917335095049
2015-01-21 21:00:00,2.000997690886918
2015-01-21 22:00:00,2.0429815310499864
2015-01-21 23:00:00,2.0881489555797383
2015-01-22 00:00:00,1.9030789468986054
2015-01-22 01:00:00,1.9147788982371414
2015-01-22 02:00:00,1.8162338448485782
2015-01-22 03:00:00,1.9276168908642943
2015-01-22 04:00:00,1.944309213722512
2015-01-22 05:00:00,1.909960921456565
2015-01-22 06:00:00,1.815796536305486
2015-01-22 07:00:00,2.1328870704940206
2015-01-22 08:00:00,2.070769121984612
2015-01-22 09:00:00,2.2776596756118246
2015-01-22 10:00:00,2.63370451379612
2015-01-22 11:00:00,2.708172776369936
2015-01-22 12:00:00,2.608791194934139
2015-01-22 13:00:00,2.540907083456913
2015-01-22 14:00:00,2.5597281191405914
2015-01-22 15:00:00,2.689158578637471
2015-01-22 16:00:00,2.410238478396155
2015-01-22 17:00:00,2.079277637594967
2015-01-22 18:00:00,2.115035069186398
2015-01-22 19:00:00,2.1594140100994363
2015-01-22 20:00:00,2.101024549714048
2015-01-22 21:00:00,2.0142647488347976
2015-01-22 22:00:00,2.0336374738260172
2015-01-22 23:00:00,1.9844720653003969
2015-01-23 00:00:00,1.9970478117518824
2015-01-23 01:00:00,1.8725739183111103
2015-01-23 02:00:00,1.9677775066535912
2015-01-23 03:00:00,1.990730167623902
2015-01-23 04:00:00,1.9740314969141894
2015-01-23 05:00:00,1.871506470625224
2015-01-23 06:00:00,1.8164838065755988
2015-01-23 07:00:00,2.174552922438382
2015-01-23 08:00:00,2.115693771022601
2015-01-23 09:00:00,2.2804504669038166
2015-01-23 10:00:00,2.6973316010428148
2015-01-23 11:00:00,2.556350148133551
2015-01-23 12:00:00,2.680915156121703
2015-01-23 13:00:00,2.5452670651515246
2015-01-23 14:00:00,2.667337369359542
2015-01-23 15:00:00,2.585370622616734
2015-01-23 16:00:00,2.35018846710364
2015-01-23 17:00:00,2.0420979757681565
2015-01-23 18:00:00,1.986877378382785
2015-01-23 19:00:00,2.140250063517561
2015-01-23 20:00:00,2.000917398036164
2015-01-23 21:00:00,2.074051336667592
2015-01-23 22:00:00,2.0536588095543986
2015-01-23 23:00:00,1.980289537520064
2015-01-24 00:00:00,1.0311116789980408
2015-01-24 01:00:00,1.0285787202784518
2015-01-24 02:00:00,1.0703009184488952
2015-01-24 03:00:00,1.0794455932180422
2015-01-24 04:00:00,1.0238232147068536
2015-01-24 05:00:00,1.001035859462221
2015-01-24 06:00:00,1.099280922710862
2015-01-24 07:00:00,1.1618255480589288
2015-01-24 08:00:00,1.1316469400527556
2015-01-24 09:00:00,1.241265239561242
2015-01-24 10:00:00,1.4697116145263165
2015-01-24 11:00:00,1.46259208274562
2015-01-24 12:00:00,1.4994988163039518
2015-01-24 13:00:00,1.4860889796368457
2015-01-24 14:00:00,1.4993874008606258
2015-01-24 15:00:00,1.4890888955012893
2015-01-24 16:00:00,1.3364232685849975
2015-01-24 17:00:00,1.1577531772666216
2015-01-24 18:00:00,1.1553455953116623
2015-01-24 19:00:00,1.1369510777687384
2015-01-24 20:00:00,1.1171897535153699
2015-01-24 21:00:00,1.17865022198918
2015-01-24 22:00:00,1.1752420852096934
2015-01-24 23:00:00,1.170248918340482
2015-01-25 00:00:00,1.0678533726069872
2015-01-25 01:00:00,1.088264383823219
2015-01-25 02:00:00,1.0070893489852255
2015-01-25 03:00:00,1.0206946161136683
2015-01-25 04:00:00,1.0095790259063546
2015-01-25 05:00:00,1.0887292636730834
2015-01-25 06:00:00,1.0862110940397007
2015-01-25 07:00:00,1.1917830722750875
2015-01-25 08:00:00,1.1484346111859793
2015-01-25 09:00:00,1.204263170762096
2015-01-25 10:00:00,1.481968891732445
2015-01-25 11:00:00,1.4722773100511448
2015-01-25 12:00:00,1.4233272703695397
2015-01-25 13:00:00,1.4510316111450974
2015-01-25 14:00:00,1.403688939786648
2015-01-25 15:00:00,1.4203646238413348
2015-01-25 16:00:00,1.351847885379039
2015-01-25 17:00:00,1.195758779906857
2015-01-25 18:00:00,1.1740778766471565
2015-01-25 19:00:00,1.1086131882037165
2015-01-25 20:00:00,1.1943785839709593
2015-01-25 21:00:00,1.1679021724922292
2015-01-25 22:00:00,1.133724638321977
2015-01-25 23:00:00,1.1789169209214507
2015-01-26 00:00:00,1.9246491418115677
2015-01-26 01:00:00,1.8112224868465157
2015-01-26 02:00:00,1.84877705892066
2015-01-26 03:00:00,1.9581656308275506
2015-01-26 04:00:00,1.86232645515088
2015-01-26 05:00:00,1.9933768983288542
2015-01-26 06:00:00,1.8493289209727723
2015-01-26 07:00:00,2.1735989714363213
2015-01-26 08:00:00,2.0725608300182277
2015-01-26 09:00:00,2.29963487649636
2015-01-26 10:00:00,2.544121036253772
2015-01-26 11:00:00,2.6564904049959175
2015-01-26 12:00:00,2.521986025890994
2015-01-26 13:00:00,2.636982040721856
2015-01-26 14:00:00,2.6269754852557035
2015-01-26 15:00:00,2.618565685097381
2015-01-26 16:00:00,2.393612617972157
2015-01-26 17:00:00,2.1533552496242896
2015-01-26 18:00:00,2.015725138543502
2015-01-26 19:00:00,2.1650252755254105
2015-01-26 20:00:00,2.053706013168457
2015-01-26 21:00:00,2.0613253627275703
2015-01-26 22:00:00,2.0128950829046035
2015-01-26 23:00:00,2.124965819216055
2015-01-27 00:00:00,1.9543594136192837
2015-01-27 01:00:00,1.874678147496253
2015-01-27 02:00:00,1.892944025332366
2015-01-27 03:00:00,1.8336394772830797
2015-01-27 04:00:00,1.8363602301758573
2015-01-27 05:00:00,1.9146350617343462
2015-01-27 06:00:00,1.8321688319047245
2015-01-27 07:00:00,2.0830334183912314
2015-01-27 08:00:00,2.08981680976603
2015-01-27 09:00:00,2.3560096662075494
2015-01-27 10:00:00,2.620492901592986
2015-01-27 11:00:00,2.697603847020437
2015-01-27 12:00:00,2.5739641031888336
2015-01-27 13:00:00,2.5235982353157507
2015-01-27 14:00:00,2.6596726191842333
2015-01-27 15:00:00,2.6971444564599416
2015-01-27 16:00:00,2.419682444143395
2015-01-27 17:00:00,2.0350791104680415
2015-01-27 18:00:00,2.1353585412889124
2015-01-27 19:00:00,2.1191863827096107
2015-01-27 20:00:00,2.1289840884534255
